Serial_No,Shop_ID,Product_ID,Quantity_Sold_per_week,Sales_per-Week,Profit_per_week
19232,SH179,D09,79,5530,1738
19233,SH179,B04,123,11070,5043
19234,SH179,B05,72,1440,576
19235,SH179,B06,109,3270,1199
19236,SH179,D10,121,3025,1331
19237,SH179,B08,122,9760,1830
19238,SH179,B09,125,1875,500
19239,SH1828,D02,113,5650,1921
19240,SH1828,D04,96,9600,4416
19241,SH1828,D06,54,1890,918
19242,SH1828,D08,68,5100,2176
19243,SH1828,D09,67,2680,670
19244,SH1828,D08,106,16960,3180
19245,SH1828,S1,113,7345,3390
19246,SH1828,S2,58,3480,1276
19247,SH1828,B01,58,2320,870
19248,SH1828,B03,99,990,396
19249,SH1828,D09,102,7140,2244
19250,SH1828,B04,114,10260,4674
19251,SH1828,B05,116,2320,928
19252,SH1828,B06,79,2370,869
19253,SH1828,D10,128,3200,1408
19254,SH1828,B09,72,1080,288
19255,SH1829,D02,126,6300,2142
19256,SH1829,D04,119,11900,5474
19257,SH1829,D06,117,4095,1989
19258,SH1829,D08,60,4500,1920
19259,SH1829,D09,113,4520,1130
19260,SH1829,D08,66,10560,1980
19261,SH1829,S1,116,7540,3480
19262,SH1829,S2,91,5460,2002
19263,SH1829,B01,99,3960,1485
19264,SH1829,B03,59,590,236
19265,SH1829,D09,101,7070,2222
19266,SH1829,D10,120,3000,1320
19267,SH1829,B09,52,780,208
19268,SH726,D02,103,5150,1751
19269,SH726,D04,123,12300,5658
19270,SH726,D06,103,3605,1751
19271,SH726,D08,87,6525,2784
19272,SH726,D09,127,5080,1270
19273,SH726,D08,130,20800,3900
19274,SH726,S1,86,5590,2580
19275,SH726,S2,123,7380,2706
19276,SH726,B01,57,2280,855
19277,SH726,B03,62,620,248
19278,SH726,D09,90,6300,1980
19279,SH726,B04,94,8460,3854
19280,SH726,B05,108,2160,864
19281,SH726,B06,111,3330,1221
19282,SH726,D10,50,1250,550
19283,SH726,B09,75,1125,300
19284,SH1830,D04,92,9200,4232
19285,SH1830,D06,51,1785,867
19286,SH1830,S1,98,6370,2940
19287,SH1830,S2,88,5280,1936
19288,SH1830,B01,50,2000,750
19289,SH1830,B03,98,980,392
19290,SH1830,D09,88,6160,1936
19291,SH1830,B09,101,1515,404
19292,SH1831,D04,93,9300,4278
19293,SH1831,D06,130,4550,2210
19294,SH1831,D08,99,7425,3168
19295,SH1831,D09,51,2040,510
19296,SH1831,D08,57,9120,1710
19297,SH1831,S1,122,7930,3660
19298,SH1831,S2,62,3720,1364
19299,SH1831,B01,92,3680,1380
19300,SH1831,B03,86,860,344
19301,SH1831,D09,77,5390,1694
19302,SH1831,B04,67,6030,2747
19303,SH1831,B05,51,1020,408
19304,SH1831,B06,64,1920,704
19305,SH1831,D10,71,1775,781
19306,SH1831,B09,65,975,260
19307,SH1832,D08,74,11840,2220
19308,SH1832,S1,81,5265,2430
19309,SH1832,S2,60,3600,1320
19310,SH1832,B03,67,670,268
19311,SH1832,D09,65,4550,1430
19312,SH1832,B09,90,1350,360
19313,SH1833,D02,107,5350,1819
19314,SH1833,D04,90,9000,4140
19315,SH1833,D06,110,3850,1870
19316,SH1833,D08,117,8775,3744
19317,SH1833,D09,73,2920,730
19318,SH1833,D08,96,15360,2880
19319,SH1833,S1,89,5785,2670
19320,SH1833,S2,88,5280,1936
19321,SH1833,B01,71,2840,1065
19322,SH1833,B03,54,540,216
19323,SH1833,D09,112,7840,2464
19324,SH1833,B04,115,10350,4715
19325,SH1833,B05,108,2160,864
19326,SH1833,B06,98,2940,1078
19327,SH1833,D10,117,2925,1287
19328,SH1833,B09,107,1605,428
19329,SH1219,D02,50,2500,850
19330,SH1219,D04,62,6200,2852
19331,SH1219,D06,107,3745,1819
19332,SH1219,D08,52,3900,1664
19333,SH1219,D09,59,2360,590
19334,SH1219,D08,57,9120,1710
19335,SH1219,S1,79,5135,2370
19336,SH1219,S2,91,5460,2002
19337,SH1219,B01,64,2560,960
19338,SH1219,B03,122,1220,488
19339,SH1219,D09,114,7980,2508
19340,SH1219,B04,75,6750,3075
19341,SH1219,D10,51,1275,561
19342,SH1219,B08,56,4480,840
19343,SH1219,B09,83,1245,332
19344,SH1834,D02,91,4550,1547
19345,SH1834,D04,64,6400,2944
19346,SH1834,D06,117,4095,1989
19347,SH1834,D08,54,4050,1728
19348,SH1834,D09,123,4920,1230
19349,SH1834,D08,64,10240,1920
19350,SH1834,S1,108,7020,3240
19351,SH1834,S2,88,5280,1936
19352,SH1834,B01,68,2720,1020
19353,SH1834,B03,91,910,364
19354,SH1834,D09,115,8050,2530
19355,SH1834,B04,57,5130,2337
19356,SH1834,D10,93,2325,1023
19357,SH1834,B08,81,6480,1215
19358,SH1834,B09,86,1290,344
19359,SH1835,D08,81,6075,2592
19360,SH1835,D08,70,11200,2100
19361,SH1835,B01,93,3720,1395
19362,SH1835,B03,82,820,328
19363,SH1835,D09,55,3850,1210
19364,SH1835,B04,105,9450,4305
19365,SH1835,B09,113,1695,452
19366,SH1836,D08,118,8850,3776
19367,SH1836,D08,85,13600,2550
19368,SH1836,B01,61,2440,915
19369,SH1836,B03,118,1180,472
19370,SH1836,D09,100,7000,2200
19371,SH1836,B04,104,9360,4264
19372,SH1836,B09,95,1425,380
19373,SH1837,D02,65,3250,1105
19374,SH1837,D04,77,7700,3542
19375,SH1837,D06,125,4375,2125
19376,SH1837,D08,68,5100,2176
19377,SH1837,D09,110,4400,1100
19378,SH1837,D08,61,9760,1830
19379,SH1837,S1,81,5265,2430
19380,SH1837,S2,98,5880,2156
19381,SH1837,B01,99,3960,1485
19382,SH1837,B03,106,1060,424
19383,SH1837,D09,65,4550,1430
19384,SH1837,B04,58,5220,2378
19385,SH1837,B05,59,1180,472
19386,SH1837,B06,83,2490,913
19387,SH1837,D10,93,2325,1023
19388,SH1837,B08,101,8080,1515
19389,SH1837,B09,111,1665,444
19390,SH1838,D02,104,5200,1768
19391,SH1838,D04,56,5600,2576
19392,SH1838,D06,122,4270,2074
19393,SH1838,D08,91,6825,2912
19394,SH1838,D09,80,3200,800
19395,SH1838,D08,101,16160,3030
19396,SH1838,S1,112,7280,3360
19397,SH1838,S2,71,4260,1562
19398,SH1838,B01,117,4680,1755
19399,SH1838,B03,107,1070,428
19400,SH1838,D09,98,6860,2156
19401,SH1838,B04,59,5310,2419
19402,SH1838,D10,129,3225,1419
19403,SH1838,B08,95,7600,1425
19404,SH1838,B09,109,1635,436
19405,SH1839,D02,64,3200,1088
19406,SH1839,D04,87,8700,4002
19407,SH1839,D06,130,4550,2210
19408,SH1839,D08,50,3750,1600
19409,SH1839,D09,129,5160,1290
19410,SH1839,D08,117,18720,3510
19411,SH1839,S1,79,5135,2370
19412,SH1839,S2,115,6900,2530
19413,SH1839,B01,125,5000,1875
19414,SH1839,B03,98,980,392
19415,SH1839,D09,85,5950,1870
19416,SH1839,B04,130,11700,5330
19417,SH1839,D10,110,2750,1210
19418,SH1839,B09,64,960,256
19419,SH1840,D02,65,3250,1105
19420,SH1840,D04,107,10700,4922
19421,SH1840,D06,51,1785,867
19422,SH1840,D08,95,7125,3040
19423,SH1840,S1,55,3575,1650
19424,SH1840,S2,71,4260,1562
19425,SH1840,B01,95,3800,1425
19426,SH1840,B03,57,570,228
19427,SH1840,D09,63,4410,1386
19428,SH1840,B04,58,5220,2378
19429,SH1840,D10,127,3175,1397
19430,SH1840,B09,123,1845,492
19431,SH1841,D02,58,2900,986
19432,SH1841,D04,91,9100,4186
19433,SH1841,D08,76,5700,2432
19434,SH1841,D09,78,3120,780
19435,SH1841,D08,65,10400,1950
19436,SH1841,S1,72,4680,2160
19437,SH1841,S2,72,4320,1584
19438,SH1841,B01,64,2560,960
19439,SH1841,B03,72,720,288
19440,SH1841,D09,122,8540,2684
19441,SH1841,B04,67,6030,2747
19442,SH1841,D10,59,1475,649
19443,SH1841,B08,122,9760,1830
19444,SH1841,B09,60,900,240
19445,SH1842,S1,98,6370,2940
19446,SH1842,B01,54,2160,810
19447,SH1842,B03,84,840,336
19448,SH1842,D09,125,8750,2750
19449,SH1842,B04,55,4950,2255
19450,SH1842,B08,81,6480,1215
19451,SH1842,B09,108,1620,432
19452,SH1843,D04,117,11700,5382
19453,SH1843,D06,129,4515,2193
19454,SH1843,D08,128,9600,4096
19455,SH1843,D08,102,16320,3060
19456,SH1843,S1,82,5330,2460
19457,SH1843,S2,113,6780,2486
19458,SH1843,B01,53,2120,795
19459,SH1843,B03,111,1110,444
19460,SH1843,D09,103,7210,2266
19461,SH1843,B09,54,810,216
19462,SH1844,D02,114,5700,1938
19463,SH1844,D04,71,7100,3266
19464,SH1844,D06,53,1855,901
19465,SH1844,D08,120,9000,3840
19466,SH1844,D09,54,2160,540
19467,SH1844,D08,62,9920,1860
19468,SH1844,S1,62,4030,1860
19469,SH1844,S2,86,5160,1892
19470,SH1844,B01,112,4480,1680
19471,SH1844,B03,105,1050,420
19472,SH1844,D09,82,5740,1804
19473,SH1844,B08,118,9440,1770
19474,SH1844,B09,81,1215,324
19475,SH1845,D04,80,8000,3680
19476,SH1845,D06,70,2450,1190
19477,SH1845,D08,108,8100,3456
19478,SH1845,S1,130,8450,3900
19479,SH1845,S2,89,5340,1958
19480,SH1845,B01,81,3240,1215
19481,SH1845,B03,98,980,392
19482,SH1845,D09,86,6020,1892
19483,SH1845,B04,114,10260,4674
19484,SH1845,D10,65,1625,715
19485,SH1845,B09,87,1305,348
19486,SH1846,D01,102,6120,2040
19487,SH1846,D02,57,2850,969
19488,SH1846,D03,99,4950,1980
19489,SH1846,D04,121,12100,5566
19490,SH1846,D06,50,1750,850
19491,SH1846,D08,51,3825,1632
19492,SH1846,D09,112,4480,1120
19493,SH1846,D08,121,19360,3630
19494,SH1846,S1,72,4680,2160
19495,SH1846,S2,74,4440,1628
19496,SH1846,B01,96,3840,1440
19497,SH1846,B03,93,930,372
19498,SH1846,D09,94,6580,2068
19499,SH1846,B04,127,11430,5207
19500,SH1846,B05,60,1200,480
19501,SH1846,B06,116,3480,1276
19502,SH1846,D10,78,1950,858
19503,SH1846,B08,76,6080,1140
19504,SH1846,B09,67,1005,268
19505,SH1847,D08,80,12800,2400
19506,SH1847,B01,107,4280,1605
19507,SH1847,B03,73,730,292
19508,SH1847,D09,125,8750,2750
19509,SH1847,B04,86,7740,3526
19510,SH1847,B06,94,2820,1034
19511,SH1847,B08,54,4320,810
19512,SH1847,B09,82,1230,328
19513,SH1848,D01,110,6600,2200
19514,SH1848,D02,95,4750,1615
19515,SH1848,D03,51,2550,1020
19516,SH1848,D04,116,11600,5336
19517,SH1848,D06,67,2345,1139
19518,SH1848,D08,88,6600,2816
19519,SH1848,D09,61,2440,610
19520,SH1848,D08,71,11360,2130
19521,SH1848,S1,113,7345,3390
19522,SH1848,S2,109,6540,2398
19523,SH1848,B01,98,3920,1470
19524,SH1848,B03,86,860,344
19525,SH1848,D09,119,8330,2618
19526,SH1848,B04,72,6480,2952
19527,SH1848,B05,123,2460,984
19528,SH1848,B06,113,3390,1243
19529,SH1848,D10,51,1275,561
19530,SH1848,B08,93,7440,1395
19531,SH1848,B09,97,1455,388
19532,SH1849,D04,104,10400,4784
19533,SH1849,S1,101,6565,3030
19534,SH1849,S2,56,3360,1232
19535,SH1849,B01,57,2280,855
19536,SH1849,B03,61,610,244
19537,SH1849,D09,54,3780,1188
19538,SH1849,B09,100,1500,400
19539,SH1850,D04,82,8200,3772
19540,SH1850,D06,117,4095,1989
19541,SH1850,S1,61,3965,1830
19542,SH1850,S2,57,3420,1254
19543,SH1850,B01,50,2000,750
19544,SH1850,B03,71,710,284
19545,SH1850,D09,103,7210,2266
19546,SH1850,D10,54,1350,594
19547,SH1850,B09,56,840,224
19548,SH1851,D01,71,4260,1420
19549,SH1851,D08,94,15040,2820
19550,SH1851,S1,74,4810,2220
19551,SH1851,B01,126,5040,1890
19552,SH1851,B03,91,910,364
19553,SH1851,D09,93,6510,2046
19554,SH1851,B04,122,10980,5002
19555,SH1851,D01,69,4140,1380
19556,SH1851,D08,75,12000,2250
19557,SH1851,S1,89,5785,2670
19558,SH1851,S2,130,7800,2860
19559,SH1851,B01,90,3600,1350
19560,SH1851,B03,116,1160,464
19561,SH1851,D09,113,7910,2486
19562,SH1851,B04,88,7920,3608
19563,SH1851,B09,51,765,204
19564,SH1852,D02,78,3900,1326
19565,SH1852,D08,122,19520,3660
19566,SH1852,S1,123,7995,3690
19567,SH1852,B01,130,5200,1950
19568,SH1852,B03,96,960,384
19569,SH1852,D09,82,5740,1804
19570,SH1852,B06,50,1500,550
19571,SH1852,B09,125,1875,500
19572,SH1853,D04,85,8500,3910
19573,SH1853,D06,76,2660,1292
19574,SH1853,S1,129,8385,3870
19575,SH1853,S2,127,7620,2794
19576,SH1853,B01,104,4160,1560
19577,SH1853,B03,127,1270,508
19578,SH1853,D09,84,5880,1848
19579,SH1853,B09,104,1560,416
19580,SH1854,D01,61,3660,1220
19581,SH1854,D08,102,16320,3060
19582,SH1854,S1,118,7670,3540
19583,SH1854,S2,108,6480,2376
19584,SH1854,B01,125,5000,1875
19585,SH1854,B03,100,1000,400
19586,SH1854,D09,59,4130,1298
19587,SH1854,B09,78,1170,312
19588,SH1855,D04,100,10000,4600
19589,SH1855,D06,91,3185,1547
19590,SH1855,D08,74,11840,2220
19591,SH1855,S1,70,4550,2100
19592,SH1855,S2,80,4800,1760
19593,SH1855,B01,103,4120,1545
19594,SH1855,B03,63,630,252
19595,SH1855,D09,119,8330,2618
19596,SH1855,B04,97,8730,3977
19597,SH1855,B09,97,1455,388
19598,SH1856,D04,83,8300,3818
19599,SH1856,D06,128,4480,2176
19600,SH1856,S1,73,4745,2190
19601,SH1856,B01,84,3360,1260
19602,SH1856,B03,92,920,368
19603,SH1856,D09,129,9030,2838
19604,SH1856,B04,78,7020,3198
19605,SH1856,B09,61,915,244
19606,SH1857,D04,107,10700,4922
19607,SH1857,D06,57,1995,969
19608,SH1857,B01,119,4760,1785
19609,SH1857,B03,63,630,252
19610,SH1857,D09,122,8540,2684
19611,SH1857,B04,97,8730,3977
19612,SH1857,B09,103,1545,412
19613,SH1858,D04,57,5700,2622
19614,SH1858,D06,82,2870,1394
19615,SH1858,D08,100,16000,3000
19616,SH1858,S1,105,6825,3150
19617,SH1858,S2,91,5460,2002
19618,SH1858,B01,80,3200,1200
19619,SH1858,B03,107,1070,428
19620,SH1858,D09,89,6230,1958
19621,SH1858,B04,121,10890,4961
19622,SH1858,B09,91,1365,364
19623,SH1859,S1,93,6045,2790
19624,SH1859,S2,130,7800,2860
19625,SH1859,B01,117,4680,1755
19626,SH1859,B03,70,700,280
19627,SH1859,D09,68,4760,1496
19628,SH1859,B09,124,1860,496
19629,SH1860,D08,111,17760,3330
19630,SH1860,S1,86,5590,2580
19631,SH1860,S2,58,3480,1276
19632,SH1860,B01,112,4480,1680
19633,SH1860,B03,108,1080,432
19634,SH1860,D09,66,4620,1452
19635,SH1860,B09,107,1605,428
19636,SH1861,D08,52,8320,1560
19637,SH1861,S1,101,6565,3030
19638,SH1861,S2,98,5880,2156
19639,SH1861,B01,59,2360,885
19640,SH1861,B03,103,1030,412
19641,SH1861,D09,100,7000,2200
19642,SH1861,B09,125,1875,500
19643,SH1862,D04,110,11000,5060
19644,SH1862,D06,77,2695,1309
19645,SH1862,S1,122,7930,3660
19646,SH1862,S2,81,4860,1782
19647,SH1862,B01,71,2840,1065
19648,SH1862,B03,118,1180,472
19649,SH1862,D09,68,4760,1496
19650,SH1862,B09,114,1710,456
19651,SH1863,D04,67,6700,3082
19652,SH1863,D06,83,2905,1411
19653,SH1863,B01,111,4440,1665
19654,SH1863,B03,104,1040,416
19655,SH1863,D09,54,3780,1188
19656,SH1863,B09,112,1680,448
19657,SH1864,D04,62,6200,2852
19658,SH1864,D06,50,1750,850
19659,SH1864,D08,73,11680,2190
19660,SH1864,S1,130,8450,3900
19661,SH1864,S2,120,7200,2640
19662,SH1864,B01,90,3600,1350
19663,SH1864,B03,112,1120,448
19664,SH1864,D09,62,4340,1364
19665,SH1864,B09,113,1695,452
19666,SH1865,D08,58,9280,1740
19667,SH1865,S1,90,5850,2700
19668,SH1865,S2,120,7200,2640
19669,SH1865,B01,118,4720,1770
19670,SH1865,B03,115,1150,460
19671,SH1865,D09,50,3500,1100
19672,SH1865,B09,101,1515,404
19673,SH1866,D08,106,7950,3392
19674,SH1866,D09,60,2400,600
19675,SH1866,S1,87,5655,2610
19676,SH1866,S2,54,3240,1188
19677,SH1866,B01,67,2680,1005
19678,SH1866,B03,104,1040,416
19679,SH1866,D09,94,6580,2068
19680,SH1866,B09,111,1665,444
19681,SH1867,S1,123,7995,3690
19682,SH1867,S2,127,7620,2794
19683,SH1867,B01,70,2800,1050
19684,SH1867,B03,73,730,292
19685,SH1867,D09,50,3500,1100
19686,SH1867,B09,82,1230,328
19687,SH1868,D04,123,12300,5658
19688,SH1868,D06,123,4305,2091
19689,SH1868,D08,56,8960,1680
19690,SH1868,S1,79,5135,2370
19691,SH1868,S2,90,5400,1980
19692,SH1868,B01,117,4680,1755
19693,SH1868,B03,111,1110,444
19694,SH1868,D09,76,5320,1672
19695,SH1868,B09,105,1575,420
19696,SH1869,D04,66,6600,3036
19697,SH1869,D06,111,3885,1887
19698,SH1869,D08,73,11680,2190
19699,SH1869,S1,74,4810,2220
19700,SH1869,S2,112,6720,2464
19701,SH1869,B01,125,5000,1875
19702,SH1869,B03,126,1260,504
19703,SH1869,D09,118,8260,2596
19704,SH1869,B09,73,1095,292
19705,SH1870,D01,115,6900,2300
19706,SH1870,D02,107,5350,1819
19707,SH1870,D03,121,6050,2420
19708,SH1870,B01,106,4240,1590
19709,SH1870,B03,107,1070,428
19710,SH1870,D09,89,6230,1958
19711,SH1870,B04,126,11340,5166
19712,SH1870,B05,59,1180,472
19713,SH1870,B06,108,3240,1188
19714,SH1870,D10,108,2700,1188
19715,SH1870,B08,51,4080,765
19716,SH1870,B09,100,1500,400
19717,SH1871,D04,85,8500,3910
19718,SH1871,D06,86,3010,1462
19719,SH1871,D08,76,5700,2432
19720,SH1871,D09,69,2760,690
19721,SH1871,D08,111,17760,3330
19722,SH1871,S1,78,5070,2340
19723,SH1871,S2,90,5400,1980
19724,SH1871,B01,83,3320,1245
19725,SH1871,B03,94,940,376
19726,SH1871,D09,127,8890,2794
19727,SH1871,B04,67,6030,2747
19728,SH1871,B05,115,2300,920
19729,SH1871,B06,109,3270,1199
19730,SH1871,D10,101,2525,1111
19731,SH1871,B08,107,8560,1605
19732,SH1871,B09,119,1785,476
19733,SH1872,D04,58,5800,2668
19734,SH1872,D08,126,9450,4032
19735,SH1872,D09,114,4560,1140
19736,SH1872,D08,55,8800,1650
19737,SH1872,S1,99,6435,2970
19738,SH1872,S2,115,6900,2530
19739,SH1872,B01,120,4800,1800
19740,SH1872,B03,126,1260,504
19741,SH1872,D09,74,5180,1628
19742,SH1872,B04,54,4860,2214
19743,SH1872,B05,55,1100,440
19744,SH1872,B06,57,1710,627
19745,SH1872,D10,55,1375,605
19746,SH1872,B09,51,765,204
19747,SH1873,D01,98,5880,1960
19748,SH1873,D02,108,5400,1836
19749,SH1873,D03,81,4050,1620
19750,SH1873,D04,73,7300,3358
19751,SH1873,D06,80,2800,1360
19752,SH1873,D08,72,5400,2304
19753,SH1873,D09,126,5040,1260
19754,SH1873,D08,103,16480,3090
19755,SH1873,S1,123,7995,3690
19756,SH1873,S2,78,4680,1716
19757,SH1873,B01,124,4960,1860
19758,SH1873,B03,111,1110,444
19759,SH1873,D09,85,5950,1870
19760,SH1873,B04,91,8190,3731
19761,SH1873,B05,85,1700,680
19762,SH1873,B06,60,1800,660
19763,SH1873,D10,107,2675,1177
19764,SH1873,B08,66,5280,990
19765,SH1873,B09,71,1065,284
19766,SH1874,D01,65,3900,1300
19767,SH1874,D02,129,6450,2193
19768,SH1874,D03,94,4700,1880
19769,SH1874,D04,70,7000,3220
19770,SH1874,D06,101,3535,1717
19771,SH1874,D08,129,9675,4128
19772,SH1874,D09,51,2040,510
19773,SH1874,D08,126,20160,3780
19774,SH1874,S1,96,6240,2880
19775,SH1874,S2,86,5160,1892
19776,SH1874,B01,67,2680,1005
19777,SH1874,B03,62,620,248
19778,SH1874,D09,62,4340,1364
19779,SH1874,B04,115,10350,4715
19780,SH1874,B05,88,1760,704
19781,SH1874,B06,106,3180,1166
19782,SH1874,D10,59,1475,649
19783,SH1874,B08,78,6240,1170
19784,SH1874,B09,126,1890,504
19785,SH1875,D01,129,7740,2580
19786,SH1875,D02,55,2750,935
19787,SH1875,D03,53,2650,1060
19788,SH1875,D04,97,9700,4462
19789,SH1875,D06,104,3640,1768
19790,SH1875,D08,63,4725,2016
19791,SH1875,D09,123,4920,1230
19792,SH1875,D08,108,17280,3240
19793,SH1875,S1,108,7020,3240
19794,SH1875,S2,88,5280,1936
19795,SH1875,B01,84,3360,1260
19796,SH1875,B03,68,680,272
19797,SH1875,D09,99,6930,2178
19798,SH1875,B04,109,9810,4469
19799,SH1875,B05,81,1620,648
19800,SH1875,B06,114,3420,1254
19801,SH1875,B09,72,1080,288
19802,SH1876,D01,88,5280,1760
19803,SH1876,D02,94,4700,1598
19804,SH1876,D03,125,6250,2500
19805,SH1876,D04,130,13000,5980
19806,SH1876,D06,121,4235,2057
19807,SH1876,D08,91,6825,2912
19808,SH1876,D09,83,3320,830
19809,SH1876,D08,125,20000,3750
19810,SH1876,S1,129,8385,3870
19811,SH1876,S2,116,6960,2552
19812,SH1876,B01,97,3880,1455
19813,SH1876,B03,82,820,328
19814,SH1876,D09,50,3500,1100
19815,SH1876,B04,117,10530,4797
19816,SH1876,B05,125,2500,1000
19817,SH1876,B06,69,2070,759
19818,SH1876,D10,112,2800,1232
19819,SH1876,B08,89,7120,1335
19820,SH1876,B09,114,1710,456
19821,SH1877,D04,90,9000,4140
19822,SH1877,D06,51,1785,867
19823,SH1877,D08,70,5250,2240
19824,SH1877,D09,90,3600,900
19825,SH1877,D08,61,9760,1830
19826,SH1877,S1,103,6695,3090
19827,SH1877,S2,105,6300,2310
19828,SH1877,B01,90,3600,1350
19829,SH1877,B03,115,1150,460
19830,SH1877,D09,118,8260,2596
19831,SH1877,B04,71,6390,2911
19832,SH1877,B05,122,2440,976
19833,SH1877,B06,79,2370,869
19834,SH1877,D10,77,1925,847
19835,SH1877,B09,125,1875,500
19836,SH1878,D01,120,7200,2400
19837,SH1878,D02,79,3950,1343
19838,SH1878,D03,86,4300,1720
19839,SH1878,D04,61,6100,2806
19840,SH1878,D06,115,4025,1955
19841,SH1878,D08,111,8325,3552
19842,SH1878,D09,115,4600,1150
19843,SH1878,D08,89,14240,2670
19844,SH1878,S1,53,3445,1590
19845,SH1878,S2,129,7740,2838
19846,SH1878,B01,104,4160,1560
19847,SH1878,B03,104,1040,416
19848,SH1878,D09,108,7560,2376
19849,SH1878,B04,120,10800,4920
19850,SH1878,B05,97,1940,776
19851,SH1878,B06,102,3060,1122
19852,SH1878,D10,114,2850,1254
19853,SH1878,B08,121,9680,1815
19854,SH1878,B09,118,1770,472
19855,SH1879,D04,117,11700,5382
19856,SH1879,D06,102,3570,1734
19857,SH1879,D08,96,7200,3072
19858,SH1879,D09,63,2520,630
19859,SH1879,D08,106,16960,3180
19860,SH1879,S1,104,6760,3120
19861,SH1879,S2,71,4260,1562
19862,SH1879,B01,80,3200,1200
19863,SH1879,B03,55,550,220
19864,SH1879,D09,69,4830,1518
19865,SH1879,B04,80,7200,3280
19866,SH1879,B05,68,1360,544
19867,SH1879,B06,58,1740,638
19868,SH1879,D10,97,2425,1067
19869,SH1879,B08,52,4160,780
19870,SH1879,B09,96,1440,384
19871,SH1879,D04,107,10700,4922
19872,SH1879,D06,70,2450,1190
19873,SH1879,S1,99,6435,2970
19874,SH1879,S2,128,7680,2816
19875,SH1879,B01,127,5080,1905
19876,SH1879,B03,88,880,352
19877,SH1879,D09,128,8960,2816
19878,SH1879,B04,107,9630,4387
19879,SH1879,B09,103,1545,412
19880,SH1880,D04,130,13000,5980
19881,SH1880,D06,117,4095,1989
19882,SH1880,S1,61,3965,1830
19883,SH1880,S2,128,7680,2816
19884,SH1880,B01,53,2120,795
19885,SH1880,B03,122,1220,488
19886,SH1880,D09,113,7910,2486
19887,SH1880,B09,57,855,228
19888,SH1881,D04,112,11200,5152
19889,SH1881,D06,79,2765,1343
19890,SH1881,D08,71,11360,2130
19891,SH1881,S1,74,4810,2220
19892,SH1881,S2,68,4080,1496
19893,SH1881,B01,123,4920,1845
19894,SH1881,B03,94,940,376
19895,SH1881,D09,119,8330,2618
19896,SH1881,B09,72,1080,288
19897,SH1882,D01,71,4260,1420
19898,SH1882,D02,126,6300,2142
19899,SH1882,D03,102,5100,2040
19900,SH1882,B01,53,2120,795
19901,SH1882,B03,70,700,280
19902,SH1882,D09,62,4340,1364
19903,SH1882,B04,60,5400,2460
19904,SH1882,B05,67,1340,536
19905,SH1882,D10,127,3175,1397
19906,SH1882,B09,115,1725,460
19907,SH1883,D04,119,11900,5474
19908,SH1883,D06,111,3885,1887
19909,SH1883,D08,110,8250,3520
19910,SH1883,D09,67,2680,670
19911,SH1883,D08,120,19200,3600
19912,SH1883,S1,86,5590,2580
19913,SH1883,S2,114,6840,2508
19914,SH1883,B01,70,2800,1050
19915,SH1883,B03,111,1110,444
19916,SH1883,D09,84,5880,1848
19917,SH1883,B09,100,1500,400
19918,SH1884,D04,63,6300,2898
19919,SH1884,D06,73,2555,1241
19920,SH1884,D08,70,5250,2240
19921,SH1884,D09,103,4120,1030
19922,SH1884,D08,90,14400,2700
19923,SH1884,S1,114,7410,3420
19924,SH1884,S2,115,6900,2530
19925,SH1884,B01,52,2080,780
19926,SH1884,B03,118,1180,472
19927,SH1884,D09,84,5880,1848
19928,SH1884,B04,94,8460,3854
19929,SH1884,B09,98,1470,392
19930,SH1885,D08,54,8640,1620
19931,SH1885,B01,82,3280,1230
19932,SH1885,B03,72,720,288
19933,SH1885,D09,122,8540,2684
19934,SH1885,B04,106,9540,4346
19935,SH1885,D10,112,2800,1232
19936,SH1885,B09,82,1230,328
19937,SH1886,D01,122,7320,2440
19938,SH1886,D04,50,5000,2300
19939,SH1886,D06,121,4235,2057
19940,SH1886,D08,59,4425,1888
19941,SH1886,D09,81,3240,810
19942,SH1886,S1,96,6240,2880
19943,SH1886,S2,57,3420,1254
19944,SH1886,B01,83,3320,1245
19945,SH1886,B03,106,1060,424
19946,SH1886,D09,97,6790,2134
19947,SH1886,B04,76,6840,3116
19948,SH1886,D10,57,1425,627
19949,SH1886,B09,83,1245,332
19950,SH1887,D01,108,6480,2160
19951,SH1887,D04,130,13000,5980
19952,SH1887,D06,112,3920,1904
19953,SH1887,D08,127,9525,4064
19954,SH1887,D09,113,4520,1130
19955,SH1887,S1,119,7735,3570
19956,SH1887,S2,78,4680,1716
19957,SH1887,B01,110,4400,1650
19958,SH1887,B03,78,780,312
19959,SH1887,D09,124,8680,2728
19960,SH1887,B04,122,10980,5002
19961,SH1887,D10,122,3050,1342
19962,SH1887,B09,61,915,244
19963,SH1888,D08,90,14400,2700
19964,SH1888,B01,83,3320,1245
19965,SH1888,B03,122,1220,488
19966,SH1888,D09,57,3990,1254
19967,SH1888,B04,91,8190,3731
19968,SH1888,B09,85,1275,340
19969,SH1889,D04,100,10000,4600
19970,SH1889,D06,61,2135,1037
19971,SH1889,D08,84,13440,2520
19972,SH1889,S1,127,8255,3810
19973,SH1889,S2,121,7260,2662
19974,SH1889,B01,125,5000,1875
19975,SH1889,B03,79,790,316
19976,SH1889,D09,96,6720,2112
19977,SH1889,B04,128,11520,5248
19978,SH1889,B09,67,1005,268
19979,SH1890,D04,100,10000,4600
19980,SH1890,D06,107,3745,1819
