Store_Id,Store_Name,SE_ID,Building_ID,BT_ID,Outlet_ID
SH1307,Abddul Razzak Kiranam And General Store,SE08,B702,B002,OTL02
SH1308,Lucky Bakery,SE08,B703,B001,OTL02
SH1309,Bismillah Ahmed Kiranam And General Store,SE08,B690,B002,OTL01
SH1310,Bhavani Kiranam And General Store,SE08,B704,B002,OTL01
SH1311,Shanthi Sweets And Bekars,SE08,B701,B001,OTL01
SH1312,Ibrahim Cooldrinks And Ice Creams,SE08,B690,B004,OTL02
SH1313,Prince Super Market,SE08,B690,B002,OTL02
SH1314,Fresh N Fresh Bakers,SE08,B705,B001,OTL01
SH1315,New Delight Bakery,SE08,B690,B001,OTL01
SH1316,Bekars Port And Ice Cream Parlour,SE08,B706,B001,OTL01
SH1317,All Day Bakers Sweet,SE08,B447,B001,OTL02
SH1318,Bakers Magic,SE08,B707,B001,OTL01
SH1319,Maaz Kiranam And General Store,SE08,B708,B002,OTL01
SH1320,Aala Boom Icecream Parlour,SE08,B707,B004,OTL01
SH1321,Regal Kiranam And General Store,SE08,B709,B002,OTL02
SH1322,Green Super Market,SE08,B173,B007,OTL22
SH1323,The Bekars Cakes And Confectionary,SE08,B708,B001,OTL01
SH1324,Shiva Supermarke,SE08,B707,B002,OTL01
SH1325,Star Kiranam And General Store And Stationery,SE08,B704,B002,OTL02
SH1326,Marwah Kiranam And General Store,SE08,B690,B002,OTL02
SH1327,A M Multi Store,SE08,B690,B002,OTL02
SH1328,Stop N Go,SE08,B98,B001,OTL01
SH1329,Zakir Kiranam And General Store,SE08,B690,B002,OTL02
SH1330,Hussains Bakery ,SE08,B702,B001,OTL02
SH1331,Star Medicals And General Store,SE08,B710,B003,OTL01
SH1332,Venus Ice Cream Parlour,SE08,B711,B004,OTL01
SH1333,New Bakers,SE08,B690,B001,OTL01
SH1334,Delhiwala Sweets And Chat,SE08,B707,B008,OTL01
SH1335,Afzal Kiranam And General Store,SE08,B712,B002,OTL01
SH1336,New Zafar Kiranam And General Store,SE08,B702,B002,OTL01
SH1337,Rahath Cooldrinks ,SE08,B713,B006,OTL01
SH1338,Laxmi Shailaja Kg Store,SE08,B697,B002,OTL22
SH1339,A M Medical Hall,SE08,B714,B003,OTL22
SH1340,Italian Pizzeria ,SE08,B707,B004,OTL01
SH1341,S S Kiranam And General Store,SE08,B690,B002,OTL01
SH1342,A 1 Cooldrinks ,SE08,B715,B006,OTL01
SH1343,Arman Cooldrinks And Icecreams And Stationery,SE08,B716,B004,OTL02
SH1344,Ali Enterprises,SE08,B690,B004,OTL02
SH1345,Arman Cooldrinks And Ice Cream,SE08,B690,B004,OTL02
SH1346,H B Kiranam And General Store,SE08,B702,B002,OTL02
SH1347,Quba Bakery,SE08,B718,B001,OTL01
SH1348,Black Eagle Tea Taj Traders,SE08,B719,B002,OTL01
SH1349,Siddra Confectionary,SE08,B690,B011,OTL02
SH1350,Ambica Medical And General Store,SE08,B720,B003,OTL01
SH1351,Hamed And Brothers Kiranam And General Store,SE08,B702,B002,OTL05
SH1352,Super Kiranam And General Store,SE08,B704,B002,OTL02
SH1353,Royal Kiranam And General Store,SE08,B721,B002,OTL02
SH1354,Khans Icecream Parlour,SE08,B690,B004,OTL01
SH1355,Shree Mayi Super Market,SE09,B722,B002,OTL01
SH1356,Om Sai Ice Cream Parlour,SE09,B722,B004,OTL01
SH1357,P Narsaiha Kiranam Genera Store,SE05,B723,B002,OTL01
SH1358,Grishma Kiranam General Store ,SE05,B723,B009,OTL01
SH1359,Girish Bekery,SE05,B724,B001,OTL01
SH1360,Bacar Shoplove At Farst Shop,SE05,B725,B001,OTL01
SH1361,Valentines Bekary,SE05,B725,B001,OTL12
SH1362,Bake My Day Bakers Confectionery,SE05,B726,B001,OTL01
SH1363,Sri Vasavi Matha Kiranageneralstore,SE05,B727,B002,OTL22
SH1364,Bangalore Iyanger Bakery,SE05,B728,B001,OTL03
SH1365,Yours Univers Bakery And Cakes ,SE03,B729,B001,OTL01
SH1366,Balaji Manish Mithai Bandar ,SE03,B729,B008,OTL01
SH1367,Sai Balaji Kirana And General Stores,SE03,B730,B002,OTL02
SH1368,Hari Om Kirana And General Stores ,SE03,B731,B002,OTL01
SH1369,Bengloor Ayyangar Bakery ,SE03,B729,B001,OTL01
SH1370,Jai Hanuman Kirana,SE04,B732,B002,OTL02
SH1371,Lorven Bakery,SE04,B733,B001,OTL18
SH1372,Sri Balaji Sunil Mitai Bandar,SE04,B734,B008,OTL12
SH1373,As Bakers,SE04,B735,B001,OTL01
SH1374,Dolpin Misore Hotel,SE04,B396,B001,OTL17
SH1375,Ramdev Kirana General Store,SE04,B734,B002,OTL06
SH1376,Navatha Bakery,SE06,B733,B001,OTL18
SH1377,Maruthi Kirana General Store,SE04,B396,B002,OTL12
SH1378,Choudhary Kirana General Store,SE04,B396,B002,OTL09
SH1379,Priyansi Bangulure Bakery,SE04,B735,B001,OTL17
SH1380,Bakery Bite,SE04,B91,B001,OTL07
SH1381,Kubenthra Venkateshwara Bangalore Iyangar Bakery,SE04,B733,B001,OTL18
SH1382,New Sri Balaji Kirana General Store,SE04,B733,B002,OTL22
SH1383,Licks N Bites,SE04,B736,B001,OTL07
SH1384,Naveen Kirana General Store,SE04,B396,B002,OTL05
SH1385,Eats N Treats,SE04,B737,B001,OTL01
SH1386,Prakash Kirana General Store,SE04,B396,B002,OTL05
SH1387,Mataji Kirana General Store,SE04,B396,B002,OTL05
SH1388,Smart Supermarket,SE04,B739,B007,OTL02
SH1389,Sri Tulja Bhavani Traders,SE04,B396,B002,OTL22
SH1390,Gajanand Kirana,SE04,B396,B002,OTL17
SH1391,Supraja Super Market,SE04,B740,B007,OTL18
SH1392,Heritage,SE04,B733,B002,OTL18
SH1393,Nava Durga Kirana General Store,SE04,B741,B002,OTL18
SH1394,Sun Medical And General Store,SE04,B742,B003,OTL01
SH1395,Radha Krishna Kirana General Store,SE04,B743,B002,OTL02
SH1396,Nandini Bangalore Iyengar Bakery,SE04,B744,B001,OTL22
SH1397,Vishnu Kirana General Store,SE04,B745,B002,OTL22
SH1398,Evergreen Kirana,SE04,B746,B002,OTL02
SH1399,Ashapur Kirana General Store,SE04,B747,B002,OTL02
SH1400,Tachi Super Market,SE04,B396,B007,OTL22
SH1401,Bismillah Kirana,SE04,B746,B002,OTL22
SH1402,Smk Kirana General Store,SE04,B748,B002,OTL22
SH1403,Mmr Kirana,SE04,B749,B002,OTL02
SH1404,Khaju House,SE04,B269,B008,OTL01
SH1405,Vijaya Medical General Store,SE04,B750,B003,OTL22
SH1406,Mahalaxmi Kirana Store,SE04,B736,B002,OTL22
SH1407,Faizan Sweets And Bakery,SE04,B269,B001,OTL18
SH1408,Shalimar Xerox And Milk Parlour,SE04,B751,B009,OTL02
SH1409,Md Rafeeq Kirana,SE04,B752,B002,OTL07
SH1410,M K Kirana,SE04,B753,B002,OTL02
SH1411,Jalil Cooldrinks And Icecream,SE04,B269,B006,OTL18
SH1412,Jaleel Kirana,SE04,B754,B002,OTL18
SH1413,Sohail Kirana,SE04,B752,B002,OTL02
SH1414,Asad Kirana,SE04,B755,B002,OTL18
SH1415,Husain Achar Icecream And Cooldrinks,SE04,B756,B006,OTL02
SH1416,Maqbool Kirana,SE04,B746,B002,OTL02
SH1417,Warda Kirana,SE04,B755,B002,OTL02
SH1418,Ayyanmaz Kirana,SE04,B753,B002,OTL02
SH1419,White House Sweets And Bakery,SE04,B755,B001,OTL22
SH1420,Mohammedia Ice Cream And Cooldrinks,SE04,B755,B006,OTL18
SH1421,Mohammed Cool Point Ad Generals,SE04,B757,B006,OTL18
SH1422,Fiza Sweets And Bakery,SE04,B327,B001,OTL18
SH1423,Al Aziz Kirana,SE04,B758,B002,OTL02
SH1424,Om Sri Sai Kirana,SE04,B753,B002,OTL02
SH1425,Maaz Cooldrinks And Pan Shop,SE04,B759,B006,OTL02
SH1426,Decent Mini Supermarket,SE04,B760,B002,OTL02
SH1427,Khaleel Kirana,SE04,B327,B002,OTL02
SH1428,Madina Kirana,SE04,B327,B002,OTL02
SH1429,Cristal Home Needs,SE04,B759,B002,OTL05
SH1430,Mohammedia Medicals,SE04,B755,B003,OTL18
SH1431,Ahmed Kirana,SE04,B761,B002,OTL02
SH1432,Allauddin Kirana,SE04,B754,B002,OTL22
SH1433,M A Kirana,SE04,B761,B002,OTL02
SH1434,Syeds Kirana,SE04,B327,B002,OTL02
SH1435,Ahmeds Kirana,SE04,B761,B002,OTL02
SH1436,Yousufain Bakery And Sweets,SE04,B762,B001,OTL07
SH1437,Parkavi Bakery,SE01,B763,B001,OTL01
SH1438,Sri Jagadamba Medical,SE08,B764,B003,OTL09
SH1439,Viswanath Kirana General Store,SE08,B765,B002,OTL22
SH1440,Durga Medical Hall,SE08,B766,B003,OTL22
SH1441,Raj Medical Hall,SE08,B767,B003,OTL22
SH1442,S Rajaiah Kirana General Store,SE08,B766,B002,OTL22
SH1443,Delite Bakery,SE08,B768,B001,OTL22
SH1444,Euro Bakers,SE08,B769,B001,OTL22
SH1445,Al Kauser Milk Point,SE08,B770,B002,OTL22
SH1446,Narayani Kirana General Store,SE08,B771,B002,OTL22
SH1447,Kulfi House,SE08,B772,B002,OTL22
SH1448,Ahmed Mini Super Market,SE08,B769,B002,OTL22
SH1449,Jai Mataji Kirana General Store,SE08,B475,B002,OTL22
SH1450,M S Store,SE08,B773,B009,OTL22
SH1451,Balaji Provision Store,SE08,B773,B002,OTL22
SH1452,Nice Bakery And General Store,SE08,B774,B001,OTL22
SH1453,Sukh Sagar Cooldrinks,SE08,B775,B006,OTL22
SH1454,Vijetha,SE03,B777,B007,OTL01
SH1455,Usha Retail Stores,SE03,B777,B009,OTL01
SH1456,Star Market,SE03,B778,B007,OTL01
SH1457,Santhosh Stores Kirana Generao Milk And Daily Produts,SE05,B779,B013,OTL01
SH1458,Santosh Store ,SE05,B780,B009,OTL02
SH1459,Jest Bekary,SE05,B725,B001,OTL01
SH1460,Laxmi Kiranam,SE05,B781,B009,OTL01
SH1461,Cafe House,SE05,B725,B001,OTL13
SH1462,Balaji Kishanlal Mithai Bandar,SE05,B782,B001,OTL01
SH1463,Royal Bekars,SE05,B783,B001,OTL01
SH1464,New Goa Bakaru,SE05,B784,B001,OTL01
SH1465,Sri S S Bakers,SE05,B786,B001,OTL01
SH1466,Sai Dwaraka Kiranam And General Store,SE03,B787,B002,OTL01
SH1467,Shree Shanthi General Store,SE03,B788,B002,OTL01
SH1468,Mahesh Kiranam And General Store,SE03,B789,B002,OTL01
SH1469,Shree Sharadha Store,SE03,B790,B002,OTL01
SH1470,Guilt Trip Cupcake Cakes And More,SE03,B791,B004,OTL01
SH1471,Meena Baykers,SE03,B792,B001,OTL01
SH1472,Sri Rahul Store,SE03,B792,B002,OTL02
SH1473,We Mart,SE03,B792,B002,OTL02
SH1474,Cafe Rehan Bakery,SE03,B792,B001,OTL01
SH1475,Sri Kathyayani Super Market,SE03,B793,B007,OTL01
SH1476,Urban Supermarket,SE03,B792,B002,OTL01
SH1477,Shivam Kgs,SE01,B795,B009,OTL02
SH1478,Cheery Bakery,SE01,B796,B001,OTL06
SH1479,Balaji Bijasini Mini Supermarket,SE06,B798,B002,OTL02
SH1480,Ramdev Kirana And General,SE03,B799,B002,OTL02
SH1481,Vijayalaxmi Kirana Genaral,SE10,B801,B002,OTL01
SH1482,Babaji Kirana,SE03,B395,B002,OTL02
SH1483,Mysore Bakery,SE03,B804,B001,OTL02
SH1484,Sri Balaji Kirana And General Store,SE03,B805,B002,OTL02
SH1485,Sri Ganesh Mithai Bhandar,SE03,B806,B008,OTL02
SH1486,Durga Ambika Iyengar Bakery,SE03,B806,B001,OTL21
SH1487,Sri Sai Mani Kanta Kirana,SE03,B801,B002,OTL22
SH1488,Quthubullapur Bakery,SE03,B801,B001,OTL21
SH1489,Psk Super Market,SE03,B807,B002,OTL18
SH1490,Sri Ram Devi Kiranam And General Store,SE03,B808,B002,OTL22
SH1491,Jeetu Ice Cream Parlour,SE03,B809,B004,OTL01
SH1492,Thirumala Bakery,SE10,B810,B001,OTL01
SH1493,M S Yadav Kirna Janaral Stories,SE03,B811,B009,OTL02
SH1494,Sri Surya Kirana Genaral,SE03,B812,B009,OTL02
SH1495,Sai Drista Stores,SE10,B811,B009,OTL02
SH1496,Limra Bakery Cataring Service,SE03,B811,B001,OTL02
SH1497,Rolex Cake House,SE05,B813,B001,OTL02
SH1498,Ragvendra Kiranam Generl Store,SE05,B725,B002,OTL01
SH1499,Jai Balaji Ratanalal Dry Frutits Rice And Kirana Genaral Store,SE05,B814,B002,OTL01
SH1500,Shiva Sai Kgs,SE05,B446,B002,OTL02
SH1501,Sri Balaji Ram Ratan Mithai Bhandar,SE05,B399,B008,OTL02
SH1502,Mukeem Bekary,SE05,B399,B001,OTL02
SH1503,Mukesh Communication ,SE05,B399,B002,OTL02
SH1504,Choice Kgs,SE05,B399,B002,OTL02
SH1505,Vishvamukha Kgs,SE05,B446,B002,OTL02
SH1506,Devi Medical General Store,SE05,B399,B003,OTL02
SH1507,Seema Bekary,SE05,B399,B001,OTL02
SH1508,Sri Balaji Arun Mithai Bhandar,SE05,B815,B008,OTL01
SH1509,Suraj Gokul Juice Point,SE05,B446,B006,OTL02
SH1510,Sri Gayatri Super Market,SE03,B816,B009,OTL06
SH1511,Sri Balaji Kirana General Stores,SE03,B816,B009,OTL11
SH1512,Mythri Bakers,SE03,B817,B001,OTL02
SH1513,Chandana Kgs ,SE03,B818,B002,OTL02
SH1514,Sri Laxmi Cake Palace,SE03,B619,B001,OTL02
SH1515,Digamber Kgs,SE03,B818,B002,OTL02
SH1516,Mahalaxmi Mithai Bhandar,SE03,B619,B008,OTL02
SH1517,Sri Laxmi Venkateshwara Iyengar Bekary,SE03,B619,B001,OTL02
SH1518,Sri Balaji Surajmal Mithai Bhandar,SE03,B619,B008,OTL02
SH1519,Royal Cakes Bekary,SE03,B819,B001,OTL02
SH1520,Madhavi Kgs,SE03,B819,B002,OTL02
SH1521,Sri Sai Kirana Store,SE03,B818,B002,OTL02
SH1522,Laxmi Kirana Genaral Store,SE09,B820,B002,OTL02
SH1523,Baker Q,SE09,B821,B001,OTL02
SH1524,Ashok Store ,SE09,B821,B002,OTL02
SH1525,Masqati Icecream,SE09,B821,B004,OTL02
SH1526,Balaji Ganesh Mithai Bandar,SE09,B822,B008,OTL01
SH1527,Indian Super Corner,SE09,B823,B004,OTL02
SH1528,Delicious Bakers,SE09,B824,B001,OTL05
SH1529,Sri Sairam Kirana Genaral Store,SE09,B823,B002,OTL02
SH1530,Sri Srinivasa Kirana Genaral Store,SE09,B825,B002,OTL02
SH1531,Balaji Ram Jeevan Mithai Bhandar,SE09,B826,B008,OTL18
SH1532,Sri Venkateshwara Ice Cream Parlour,SE09,B827,B009,OTL18
SH1533,Balaji Mithai Wala,SE09,B826,B008,OTL18
SH1534,Banglore Iyengars Bakery,SE09,B824,B001,OTL04
SH1535,Classic Ice Cream Parlar,SE09,B828,B004,OTL01
SH1536,Lalasa Kirana General Store,SE09,B826,B002,OTL18
SH1537,Srikanth Kirana And Genrea Store,SE09,B826,B002,OTL15
SH1538,Vasundara Kirana General Store,SE09,B831,B002,OTL02
SH1539,Sri Laxmi Narasimha Swamy Kirana General Store,SE09,B829,B002,OTL05
SH1540,Dayakar Kirana General Store ,SE09,B832,B002,OTL02
SH1541,Ssrk Traders,SE09,B829,B002,OTL05
SH1542,Sai Venkateshwara Kirana General Store,SE09,B829,B002,OTL02
SH1543,Pavan Kirana General Store,SE09,B833,B002,OTL13
SH1544,Dayanand Kirana General Store,SE09,B833,B002,OTL02
SH1545,Sk Kirana General Store,SE09,B834,B002,OTL15
SH1546,Aashritha Kirana General Store,SE09,B829,B002,OTL05
SH1547,Banglore Iyengar Bakery,SE09,B829,B001,OTL05
SH1548,Devi Kirana General Store,SE09,B834,B009,OTL02
SH1549,Gowthami Kirana General Store,SE09,B834,B002,OTL15
SH1550,S K Kirana,SE09,B836,B002,OTL18
SH1551,Tipsi Tapsi Backery,SE09,B837,B001,OTL01
SH1552,Tirumala Bakery,SE03,B838,B001,OTL18
SH1553,Sri Raghavendra Iyengari Bakery,SE03,B839,B001,OTL12
SH1554,Variety Super Market,SE03,B840,B007,OTL05
SH1555,Urban Super Mart Supermarket,SE03,B841,B007,OTL05
SH1556,Ding Dong Super Market,SE03,B842,B007,OTL05
SH1557,Gro Mart,SE03,B844,B002,OTL02
SH1558,Taruni Super Market,SE03,B840,B007,OTL05
SH1559,Neel Kamal Super Market,SE03,B845,B002,OTL02
SH1560,S V Bangalore Bakery,SE03,B846,B001,OTL02
SH1561,Sai Rithupa Bakery,SE03,B847,B001,OTL02
SH1562,Shiva Balaji Supar Market,SE03,B848,B002,OTL02
SH1563,S L J Bangalore Iyengar Backery,SE03,B849,B001,OTL10
SH1564,Bekers Corners,SE03,B816,B001,OTL05
SH1565,Friends Bakery,SE03,B850,B001,OTL18
SH1566,Cake House,SE03,B851,B012,OTL01
SH1567,Sri Lakshminarsimhaswamy Kirana And Generalstore,SE03,B850,B002,OTL02
SH1568,Jyothi Kirana And Generalstore,SE03,B852,B009,OTL10
SH1569,Sri Balaji Kirana Genaral Store,SE09,B229,B002,OTL02
SH1570,Sai Shiva Kirana General Store,SE09,B229,B002,OTL10
SH1571,Hi King Bakery,SE09,B853,B001,OTL10
SH1572,Sri Nidhi Kirana Genaral Store,SE09,B854,B002,OTL02
SH1573,Ms Nathmal Kirana General Store,SE09,B855,B002,OTL22
SH1574,Metro Bazar Kirana General Store,SE09,B856,B002,OTL22
SH1575,S K B Enterprises,SE09,B857,B002,OTL09
SH1576,Balaji Ramchander Mithai Bhandar,SE09,B859,B008,OTL18
SH1577,Oasis Bakry And General Store,SE09,B857,B001,OTL18
SH1578,Murtuza Kirana General Store,SE09,B860,B002,OTL02
SH1579,Ahmed Kirana General,SE09,B861,B002,OTL02
SH1580,Sri Lakshmi Narayana Kirana General Store,SE09,B862,B002,OTL22
SH1581,Universal Medical General Store,SE09,B860,B003,OTL22
SH1582,Daily Basket Grocery And General Store,SE09,B853,B002,OTL02
SH1583,Al Asrar Kirana General Store,SE09,B857,B002,OTL02
SH1584,S L V Kirana General Store,SE09,B863,B002,OTL06
SH1585,Sathwik Kirana General Store,SE09,B857,B002,OTL22
SH1586,Nizam Kirana General Store,SE09,B860,B002,OTL02
SH1587,Ma Bakery,SE09,B864,B001,OTL18
SH1588,Sri Sai Satyanarayana Medical General Store,SE09,B857,B003,OTL18
SH1589,Sai Sukrutha Kirana General Store,SE09,B865,B002,OTL22
SH1590,Kix Bakers,SE09,B857,B001,OTL05
SH1591,Sri Balaji Kiranam And Genaral Store,SE09,B866,B002,OTL01
SH1592,Aadi Medical Hall,SE09,B857,B003,OTL12
SH1593,Ashwaq Confectionery,SE09,B867,B011,OTL22
SH1594,Sree Balaji Kirana General Store,SE06,B868,B002,OTL01
SH1595,S R Ayyangar Bakery,SE06,B869,B004,OTL02
SH1596,Sri Kanakadurga Kirana General Store,SE06,B225,B002,OTL02
SH1597,Venkateswara Kiranam,SE06,B870,B002,OTL02
SH1598,Sri Kanakadurga Kiranam,SE06,B870,B002,OTL02
SH1599,Sri Sai Ram Provisions,SE06,B225,B002,OTL05
SH1600,Maruthi Kiranam Genarls,SE06,B870,B002,OTL02
SH1601,Shri Jai Bhavani Kirana And General Store,SE06,B871,B002,OTL05
SH1602,Mahalaxmi Rice Kgs,SE06,B225,B002,OTL02
SH1603,Swasri Kirana And General Store,SE06,B225,B002,OTL05
SH1604,More Supper Market,SE06,B549,B007,OTL20
SH1605,Green Apple,SE06,B573,B009,OTL04
SH1606,Ambees Bakery,SE03,B872,B001,OTL12
SH1607,Anasuya Super Market,SE03,B873,B007,OTL12
SH1608,Sri Ramdev Kirana General Store,SE03,B874,B002,OTL05
SH1609,Sri Balaji Rameshwarlal Mithai Bandar,SE03,B663,B008,OTL12
SH1610,Baker S Den Bakery,SE03,B875,B001,OTL05
SH1611,Cake House Bakery Confectionery,SE03,B663,B001,OTL12
SH1612,Sri Devata Mini Super Market,SE03,B876,B002,OTL16
SH1613,Indian Bazar,SE03,B877,B010,OTL01
SH1614,Rus Bakery,SE03,B877,B001,OTL02
SH1615,Ushodaya Super Market ,SE03,B663,B007,OTL12
SH1616,Balaji Provision Stores Stationary Xrox ,SE03,B878,B002,OTL01
SH1617,Sri Srinivasa Kirana Store And General Store,SE03,B879,B009,OTL02
SH1618,Silver Bakers,SE03,B880,B001,OTL18
SH1619,Ramdev And General Stores,SE03,B881,B009,OTL02
SH1620,Sawariya Kirana General Store,SE03,B882,B002,OTL01
SH1621,Laxmi Kiranam General Store,SE03,B723,B002,OTL01
SH1622,Vinay Bakery,SE03,B883,B001,OTL18
SH1623,Ganesh Bhandar Mithaai Wala,SE03,B879,B008,OTL02
SH1624,Sri Lakshmi Kirana Store,SE03,B879,B009,OTL02
SH1625,Balaji Mithaiwala,SE03,B885,B008,OTL02
SH1626,Sri Venkateshwara Banglore Iyengar Bakery,SE03,B886,B001,OTL02
SH1627,Srinatha Kirana And General Store,SE03,B887,B002,OTL02
SH1628,Anasuuya Super Market,SE03,B888,B007,OTL01
SH1629,Anmol Bakery,SE03,B890,B001,OTL02
SH1630,Vish Super Market,SE03,B892,B007,OTL05
SH1631,Take N Go Bakery,SE03,B893,B001,OTL05
SH1632,Suryoda Super Market,SE03,B894,B009,OTL02
SH1633,Sri Sai Super Market,SE03,B895,B009,OTL22
SH1634,Sri Ganesh Cake Sagar Bakery,SE03,B896,B001,OTL01
SH1635,Taste N Move Bakery,SE03,B897,B001,OTL01
SH1636,Cafica Seasonal Wagons,SE03,B898,B012,OTL04
SH1637,Spencer Super Market,SE03,B899,B009,OTL02
SH1638,Lakshmi Super Market,SE03,B900,B009,OTL01
SH1639,Aaimatha Traders,SE03,B901,B002,OTL10
SH1640,Ambika Kirana General Store,SE03,B902,B009,OTL06
SH1641,Heritage Fresh Store,SE03,B903,B009,OTL22
SH1642,Kishore Traders,SE03,B904,B006,OTL01
SH1643,Sri Balaji Sainath Sweet And Bakery,SE03,B905,B001,OTL05
SH1644,Shivam Kirana General Store,SE03,B902,B002,OTL10
SH1645,Fresh Mart,SE03,B906,B002,OTL02
SH1646,Rajkamal Sweet House,SE03,B907,B008,OTL01
SH1647,Sri Balaji Ghanyasham K G S,SE03,B656,B002,OTL22
SH1648,Jai Hanuman K G S,SE03,B656,B002,OTL22
SH1649,Agarwal Super Market,SE03,B907,B007,OTL05
SH1650,Sri Padmavathi K G S,SE03,B908,B002,OTL22
SH1651,N Mart ,SE03,B909,B007,OTL18
SH1652,Rathod Kirana General Store,SE03,B910,B002,OTL01
SH1653,Ramdev Provision Store,SE03,B619,B002,OTL02
SH1654,Sri Ayyappa Kg S,SE03,B656,B002,OTL22
SH1655,More Supermarket,SE03,B911,B007,OTL05
SH1656,Charbhuja K G S,SE03,B656,B002,OTL22
SH1657,Sri Ganesh Bangalore Iyengar Bakery,SE03,B912,B001,OTL10
SH1658,Laxmi Narsimha K G S,SE03,B656,B002,OTL22
SH1659,Ganesh Mithai Bhandar,SE03,B913,B008,OTL10
SH1660,Pavan K G S,SE03,B656,B002,OTL22
SH1661,Srujana Enterprises,SE03,B914,B002,OTL02
SH1662,Kanaka Durga K G S,SE03,B395,B002,OTL22
SH1663,Sri Dev Kripa Kiranam And General Store,SE03,B915,B002,OTL05
SH1664,Sri Ganesh K G S,SE03,B128,B002,OTL05
SH1665,Swathi Bakers And Confectionery,SE03,B728,B001,OTL18
SH1666,Sri Balaji Supermarket,SE03,B918,B007,OTL02
SH1667,Sri Aai Mata Mini Super Market,SE03,B919,B002,OTL02
SH1668,Surya Teja Bakery,SE03,B920,B001,OTL02
SH1669,Keshav Kirana Dry Fruits General Store,SE03,B896,B002,OTL10
SH1670,Galaxy Bakers,SE03,B918,B001,OTL02
SH1671,Cake Karft Bakery Confectionery,SE03,B913,B001,OTL10
SH1672,Unique Ice Cream And Milk Parlour,SE03,B128,B004,OTL22
SH1673,Angel Bakers,SE03,B656,B001,OTL22
SH1674,Sri Jagadamba Traders,SE03,B656,B002,OTL22
SH1675,Sri Laxmi Eggs Wholesale And Retails,SE03,B395,B009,OTL22
SH1676,A R Bakers Sweets,SE03,B921,B001,OTL01
SH1677,Swiss Castle Bakery,SE03,B922,B001,OTL12
SH1678,Laxmi Narasimha Heritage Parlour,SE03,B893,B003,OTL05
SH1679,Swamy Kirana General Store,SE03,B896,B009,OTL01
SH1680,Dasmart Super Market,SE03,B923,B009,OTL02
SH1681,Sri Srinivasa Kgs,SE03,B446,B002,OTL02
SH1682,Bombay Chat And Bakery,SE03,B447,B001,OTL02
SH1683,Bharath Store,SE03,B447,B002,OTL02
SH1684,Rs Mart,SE03,B447,B002,OTL02
SH1685,Shri Dhatri Food Court Bekary,SE03,B447,B001,OTL02
SH1686,Sharadha Kiranam And General Store,SE03,B924,B002,OTL05
SH1687,Sri Hunman Kirana And General Store,SE03,B925,B002,OTL02
SH1688,Mohit Kirana General Stores,SE03,B926,B002,OTL02
SH1689,Ashwin Bakery And Generalstore,SE03,B446,B001,OTL02
SH1690,Sai Shakar Kgs,SE03,B446,B002,OTL02
SH1691,Sri Laxmi Kgs,SE03,B447,B002,OTL02
SH1692,Sri Sangameshwara Kirana And General Store,SE03,B927,B002,OTL15
SH1693,Sri Balaji Sm,SE03,B399,B002,OTL02
SH1694,Golden Gate Bekary Stores,SE03,B446,B001,OTL02
SH1695,Sk Grandmas Bakery,SE03,B929,B001,OTL02
SH1696,Z Mart Supermarket,SE06,B930,B007,OTL02
SH1697,Well Mart Supermarket,SE06,B299,B007,OTL21
SH1698,Srinivasa Super Market,SE02,B931,B007,OTL02
SH1699,Durga Nilayam Store,SE02,B126,B002,OTL01
SH1700,Best Mart,SE02,B931,B002,OTL02
SH1701,Aliza Store,SE02,B126,B009,OTL22
SH1702,New Cafe House,SE02,B299,B001,OTL22
SH1703,Bms Medical,SE02,B299,B003,OTL22
SH1704,Deccan Medical And General,SE02,B932,B003,OTL02
SH1705,Tawakkal Cooldrinks,SE02,B299,B006,OTL05
SH1706,Neo Health Care Pharmacy,SE02,B126,B003,OTL05
SH1707,New Pranav ,SE02,B257,B003,OTL18
SH1708,Aleem Medical Hall,SE02,B257,B003,OTL05
SH1709,Sr Supermarket,SE02,B126,B007,OTL22
SH1710,Ibrahima Communication,SE02,B933,B010,OTL01
SH1711,Abood General Store,SE02,B934,B002,OTL02
SH1712,Md Azmath Ullah Kirana General Store,SE02,B934,B002,OTL02
SH1713,Al Qasim Kirana General Store,SE02,B934,B009,OTL02
SH1714,Al Kaiser Medical General Sto,SE02,B933,B003,OTL02
SH1715,Zamzam Bakery,SE02,B934,B001,OTL02
SH1716,Refreshing Point,SE02,B934,B004,OTL02
SH1717,Zamzam Sweets House,SE02,B935,B012,OTL02
SH1718,Badayyan Ice Cream Parlour,SE02,B933,B004,OTL01
SH1719,Mashallah Bakery,SE02,B758,B001,OTL18
SH1720,Badayyan Store,SE02,B934,B012,OTL01
SH1721,Ambika Kirana,SE07,B936,B002,OTL02
SH1722,Anil Traders,SE07,B937,B002,OTL19
SH1723,Swapna Kirana,SE07,B937,B002,OTL02
SH1724,Kirana Ghar Shop,SE03,B938,B002,OTL01
SH1725,M K Kirana General Store,SE01,B939,B002,OTL22
SH1726,Vandana Store Ixora Group2,SE01,B940,B009,OTL04
SH1727,Ntr Memorial Canteen,SE01,B941,B006,OTL04
SH1728,Ramesh Kgs,SE01,B399,B002,OTL02
SH1729,Slv Bangalore Ayengar Bakery,SE05,B942,B001,OTL18
SH1730,Brown Bear,SE05,B943,B001,OTL18
SH1731,Mani Provisions,SE05,B944,B009,OTL18
